here() starts at /home
── Attaching core tidyverse packages ──────────────────────── tidyverse 2.0.0 ──
✔ dplyr     1.2.1     ✔ readr     2.2.0
✔ forcats   1.0.1     ✔ stringr   1.6.0
✔ ggplot2   4.0.3     ✔ tibble    3.3.1
✔ lubridate 1.9.5     ✔ tidyr     1.3.2
✔ purrr     1.2.2     
── Conflicts ────────────────────────────────────────── tidyverse_conflicts() ──
✖ dplyr::filter() masks stats::filter()
✖ dplyr::lag()    masks stats::lag()
ℹ Use the conflicted package (<http://conflicted.r-lib.org/>) to force all conflicts to become errors
Loading required package: Matrix

Attaching package: ‘Matrix’

The following objects are masked from ‘package:tidyr’:

    expand, pack, unpack


Attaching package: ‘lmerTest’

The following object is masked from ‘package:lme4’:

    lmer

The following object is masked from ‘package:stats’:

    step

RQ1 & RQ2 model (LMM-I) fitted.
Linear mixed model fit by REML. t-tests use Satterthwaite's method [
lmerModLmerTest]
Formula: log(Runtime.Per.Sample) ~ (Run + Buffer.Size + Iteration.Count +  
    Environment + Model.Unique)^5 + (1 | Repetition.Index)
   Data: data
Buffer.Size1024:EnvironmentSafari                                                       3.345e-01
Buffer.Size8192:EnvironmentSafari                                                       2.960e-01
Buffer.Size1024:Model.Uniquesteerable-nafx                                             -1.057e+00
Buffer.Size8192:Model.Uniquesteerable-nafx                                             -3.074e+00
Iteration.Count1:EnvironmentChrome                                                      4.573e-01
Iteration.Count2:EnvironmentChrome                                                     -5.009e-02
Iteration.Count3:EnvironmentChrome                                                     -4.081e-02
Iteration.Count4:EnvironmentChrome                                                     -5.347e-02
Iteration.Count5:EnvironmentChrome                                                     -6.012e-02
Iteration.Count6:EnvironmentChrome                                                     -5.959e-02
Iteration.Count7:EnvironmentChrome                                                     -5.492e-02
Iteration.Count8:EnvironmentChrome                                                     -3.929e-02
Iteration.Count9:EnvironmentChrome                                                     -5.051e-02
Iteration.Count1:EnvironmentFirefox                                                     4.621e-01
Iteration.Count2:EnvironmentFirefox                                                    -6.142e-02
Iteration.Count3:EnvironmentFirefox                                                    -9.758e-02
Iteration.Count4:EnvironmentFirefox                                                    -1.166e-02
Iteration.Count5:EnvironmentFirefox                                                    -5.777e-02
Iteration.Count6:EnvironmentFirefox                                                    -6.063e-02
Iteration.Count7:EnvironmentFirefox                                                    -7.488e-02
Iteration.Count8:EnvironmentFirefox                                                    -1.081e-02
Iteration.Count9:EnvironmentFirefox                                                    -6.174e-02
Iteration.Count1:EnvironmentSafari                                                      1.206e+00
Iteration.Count2:EnvironmentSafari                                                     -7.607e-02
Iteration.Count3:EnvironmentSafari                                                     -1.819e-01
Iteration.Count4:EnvironmentSafari                                                     -1.192e-01
Iteration.Count5:EnvironmentSafari                                                     -1.442e-01
Iteration.Count6:EnvironmentSafari                                                     -1.187e-01
Iteration.Count7:EnvironmentSafari                                                     -1.459e-01
Iteration.Count8:EnvironmentSafari                                                     -1.050e-01
Iteration.Count9:EnvironmentSafari                                                     -1.805e-01
Iteration.Count1:Model.Uniquesteerable-nafx                                            -1.607e-02
Iteration.Count2:Model.Uniquesteerable-nafx                                            -3.511e-04
Iteration.Count3:Model.Uniquesteerable-nafx                                            -5.621e-03
Iteration.Count4:Model.Uniquesteerable-nafx                                             5.816e-03
Iteration.Count5:Model.Uniquesteerable-nafx                                             4.983e-03
Iteration.Count6:Model.Uniquesteerable-nafx                                             7.335e-04
Iteration.Count7:Model.Uniquesteerable-nafx                                            -9.879e-04
Iteration.Count8:Model.Uniquesteerable-nafx                                             3.250e-03
Iteration.Count9:Model.Uniquesteerable-nafx                                             2.067e-03
EnvironmentChrome:Model.Uniquesteerable-nafx                                           -2.596e-01
EnvironmentFirefox:Model.Uniquesteerable-nafx                                          -9.279e-02
EnvironmentSafari:Model.Uniquesteerable-nafx                                           -1.947e-01
Runonnx:Buffer.Size1024:Iteration.Count1                                               -7.401e-02
Runonnx:Buffer.Size8192:Iteration.Count1                                               -5.487e-02
Runonnx:Buffer.Size1024:Iteration.Count2                                                9.495e-03
Runonnx:Buffer.Size8192:Iteration.Count2                                                1.092e-02
Runonnx:Buffer.Size1024:Iteration.Count3                                                2.141e-02
Runonnx:Buffer.Size8192:Iteration.Count3                                                1.667e-02
Runonnx:Buffer.Size1024:Iteration.Count4                                                3.543e-03
Runonnx:Buffer.Size8192:Iteration.Count4                                                5.596e-04
Runonnx:Buffer.Size1024:Iteration.Count5                                                3.931e-03
Runonnx:Buffer.Size8192:Iteration.Count5                                               -5.155e-03
Runonnx:Buffer.Size1024:Iteration.Count6                                                3.404e-03
Runonnx:Buffer.Size8192:Iteration.Count6                                               -7.251e-03
Runonnx:Buffer.Size1024:Iteration.Count7                                                6.248e-03
Runonnx:Buffer.Size8192:Iteration.Count7                                                1.114e-02
Runonnx:Buffer.Size1024:Iteration.Count8                                                1.596e-03
Runonnx:Buffer.Size8192:Iteration.Count8                                                4.536e-03
Runonnx:Buffer.Size1024:Iteration.Count9                                                1.531e-02
Runonnx:Buffer.Size8192:Iteration.Count9                                                1.109e-02
Runonnx:Buffer.Size1024:EnvironmentChrome                                              -6.821e-01
Runonnx:Buffer.Size8192:EnvironmentChrome                                              -8.037e-01
Runonnx:Buffer.Size1024:EnvironmentFirefox                                             -5.446e-01
Runonnx:Buffer.Size8192:EnvironmentFirefox                                             -6.127e-01
Runonnx:Buffer.Size1024:EnvironmentSafari                                              -3.946e-01
Runonnx:Buffer.Size8192:EnvironmentSafari                                              -3.866e-01
Runonnx:Buffer.Size1024:Model.Uniquesteerable-nafx                                     -7.206e-01
Runonnx:Buffer.Size8192:Model.Uniquesteerable-nafx                                     -3.171e-01
Runonnx:Iteration.Count1:EnvironmentChrome                                             -3.956e-01
Runonnx:Iteration.Count2:EnvironmentChrome                                              2.236e-02
Runonnx:Iteration.Count3:EnvironmentChrome                                              1.883e-02
Runonnx:Iteration.Count4:EnvironmentChrome                                              1.580e-02
Runonnx:Iteration.Count5:EnvironmentChrome                                              2.359e-02
Runonnx:Iteration.Count6:EnvironmentChrome                                              2.078e-02
Runonnx:Iteration.Count7:EnvironmentChrome                                              4.579e-02
Runonnx:Iteration.Count8:EnvironmentChrome                                              2.191e-02
Runonnx:Iteration.Count9:EnvironmentChrome                                              9.083e-02
Runonnx:Iteration.Count1:EnvironmentFirefox                                            -3.820e-01
Runonnx:Iteration.Count2:EnvironmentFirefox                                             5.576e-02
Runonnx:Iteration.Count3:EnvironmentFirefox                                             9.368e-02
Runonnx:Iteration.Count4:EnvironmentFirefox                                             3.290e-03
Runonnx:Iteration.Count5:EnvironmentFirefox                                             6.459e-02
Runonnx:Iteration.Count6:EnvironmentFirefox                                             5.147e-02
Runonnx:Iteration.Count7:EnvironmentFirefox                                             6.281e-02
Runonnx:Iteration.Count8:EnvironmentFirefox                                            -9.518e-03
Runonnx:Iteration.Count9:EnvironmentFirefox                                             4.508e-02
Runonnx:Iteration.Count1:EnvironmentSafari                                             -8.761e-01
Runonnx:Iteration.Count2:EnvironmentSafari                                              1.166e-01
Runonnx:Iteration.Count3:EnvironmentSafari                                              2.090e-01
Runonnx:Iteration.Count4:EnvironmentSafari                                              8.403e-02
Runonnx:Iteration.Count5:EnvironmentSafari                                              9.004e-02
Runonnx:Iteration.Count6:EnvironmentSafari                                              4.897e-02
Runonnx:Iteration.Count7:EnvironmentSafari                                              7.536e-02
Runonnx:Iteration.Count8:EnvironmentSafari                                              5.914e-02
Runonnx:Iteration.Count9:EnvironmentSafari                                              1.256e-01
Runonnx:Iteration.Count1:Model.Uniquesteerable-nafx                                    -8.372e-02
Runonnx:Iteration.Count2:Model.Uniquesteerable-nafx                                     1.210e-02
Runonnx:Iteration.Count3:Model.Uniquesteerable-nafx                                     2.123e-02
Runonnx:Iteration.Count4:Model.Uniquesteerable-nafx                                     9.056e-04
Runonnx:Iteration.Count5:Model.Uniquesteerable-nafx                                     5.590e-03
Runonnx:Iteration.Count6:Model.Uniquesteerable-nafx                                     4.601e-03
Runonnx:Iteration.Count7:Model.Uniquesteerable-nafx                                     1.351e-02
Runonnx:Iteration.Count8:Model.Uniquesteerable-nafx                                     1.036e-02
Runonnx:Iteration.Count9:Model.Uniquesteerable-nafx                                     7.092e-03
Runonnx:EnvironmentChrome:Model.Uniquesteerable-nafx                                    4.401e-01
Runonnx:EnvironmentFirefox:Model.Uniquesteerable-nafx                                   8.561e-02
Runonnx:EnvironmentSafari:Model.Uniquesteerable-nafx                                    1.970e-01
Buffer.Size1024:Iteration.Count1:EnvironmentChrome                                     -4.268e-01
Buffer.Size8192:Iteration.Count1:EnvironmentChrome                                     -4.612e-01
Buffer.Size1024:Iteration.Count2:EnvironmentChrome                                      6.048e-02
Buffer.Size8192:Iteration.Count2:EnvironmentChrome                                      4.569e-02
Buffer.Size1024:Iteration.Count3:EnvironmentChrome                                      3.558e-02
Buffer.Size8192:Iteration.Count3:EnvironmentChrome                                      3.093e-02
Buffer.Size1024:Iteration.Count4:EnvironmentChrome                                      4.923e-02
Buffer.Size8192:Iteration.Count4:EnvironmentChrome                                      9.887e-02
Buffer.Size1024:Iteration.Count5:EnvironmentChrome                                      7.462e-02
Buffer.Size8192:Iteration.Count5:EnvironmentChrome                                      4.586e-02
Buffer.Size1024:Iteration.Count6:EnvironmentChrome                                      4.226e-02
Buffer.Size8192:Iteration.Count6:EnvironmentChrome                                      4.913e-02
Buffer.Size1024:Iteration.Count7:EnvironmentChrome                                      4.512e-02
Buffer.Size8192:Iteration.Count7:EnvironmentChrome                                      5.303e-02
Buffer.Size1024:Iteration.Count8:EnvironmentChrome                                      2.934e-02
Buffer.Size8192:Iteration.Count8:EnvironmentChrome                                      3.448e-02
Buffer.Size1024:Iteration.Count9:EnvironmentChrome                                      4.612e-02
Buffer.Size8192:Iteration.Count9:EnvironmentChrome                                      5.366e-02
Buffer.Size1024:Iteration.Count1:EnvironmentFirefox                                    -2.933e-01
Buffer.Size8192:Iteration.Count1:EnvironmentFirefox                                    -4.482e-01
Buffer.Size1024:Iteration.Count2:EnvironmentFirefox                                     2.212e-02
Buffer.Size8192:Iteration.Count2:EnvironmentFirefox                                     4.330e-02
Buffer.Size1024:Iteration.Count3:EnvironmentFirefox                                     8.967e-02
Buffer.Size8192:Iteration.Count3:EnvironmentFirefox                                     9.375e-02
Buffer.Size1024:Iteration.Count4:EnvironmentFirefox                                    -1.580e-02
Buffer.Size8192:Iteration.Count4:EnvironmentFirefox                                     3.132e-03
Buffer.Size1024:Iteration.Count5:EnvironmentFirefox                                     6.665e-02
Buffer.Size8192:Iteration.Count5:EnvironmentFirefox                                     4.409e-02
Buffer.Size1024:Iteration.Count6:EnvironmentFirefox                                     6.209e-03
Buffer.Size8192:Iteration.Count6:EnvironmentFirefox                                     5.165e-02
Buffer.Size1024:Iteration.Count7:EnvironmentFirefox                                     4.149e-02
Buffer.Size8192:Iteration.Count7:EnvironmentFirefox                                     1.012e-01
Buffer.Size1024:Iteration.Count8:EnvironmentFirefox                                     1.263e-02
Buffer.Size8192:Iteration.Count8:EnvironmentFirefox                                     1.488e-02
Buffer.Size1024:Iteration.Count9:EnvironmentFirefox                                     5.683e-02
Buffer.Size8192:Iteration.Count9:EnvironmentFirefox                                     6.670e-02
Buffer.Size1024:Iteration.Count1:EnvironmentSafari                                     -7.717e-01
Buffer.Size8192:Iteration.Count1:EnvironmentSafari                                     -1.107e+00
Buffer.Size1024:Iteration.Count2:EnvironmentSafari                                      1.775e-02
Buffer.Size8192:Iteration.Count2:EnvironmentSafari                                      7.883e-02
Buffer.Size1024:Iteration.Count3:EnvironmentSafari                                      1.370e-01
Buffer.Size8192:Iteration.Count3:EnvironmentSafari                                      1.933e-01
Buffer.Size1024:Iteration.Count4:EnvironmentSafari                                      7.030e-02
Buffer.Size8192:Iteration.Count4:EnvironmentSafari                                      1.038e-01
Buffer.Size1024:Iteration.Count5:EnvironmentSafari                                      9.422e-02
Buffer.Size8192:Iteration.Count5:EnvironmentSafari                                      1.174e-01
Buffer.Size1024:Iteration.Count6:EnvironmentSafari                                      9.436e-02
Buffer.Size8192:Iteration.Count6:EnvironmentSafari                                      9.562e-02
Buffer.Size1024:Iteration.Count7:EnvironmentSafari                                      1.476e-01
Buffer.Size8192:Iteration.Count7:EnvironmentSafari                                      1.340e-01
Buffer.Size1024:Iteration.Count8:EnvironmentSafari                                      1.942e-02
Buffer.Size8192:Iteration.Count8:EnvironmentSafari                                      9.154e-02
Buffer.Size1024:Iteration.Count9:EnvironmentSafari                                      1.176e-01
Buffer.Size8192:Iteration.Count9:EnvironmentSafari                                      1.692e-01
Buffer.Size1024:Iteration.Count1:Model.Uniquesteerable-nafx                             4.643e-02
Buffer.Size8192:Iteration.Count1:Model.Uniquesteerable-nafx                             2.258e-01
Buffer.Size1024:Iteration.Count2:Model.Uniquesteerable-nafx                            -3.138e-04
Buffer.Size8192:Iteration.Count2:Model.Uniquesteerable-nafx                            -1.414e-02
Buffer.Size1024:Iteration.Count3:Model.Uniquesteerable-nafx                             2.179e-03
Buffer.Size8192:Iteration.Count3:Model.Uniquesteerable-nafx                             7.256e-03
Buffer.Size1024:Iteration.Count4:Model.Uniquesteerable-nafx                            -5.775e-03
Buffer.Size8192:Iteration.Count4:Model.Uniquesteerable-nafx                            -5.429e-02
Buffer.Size1024:Iteration.Count5:Model.Uniquesteerable-nafx                            -1.278e-02
Buffer.Size8192:Iteration.Count5:Model.Uniquesteerable-nafx                            -4.318e-02
Buffer.Size1024:Iteration.Count6:Model.Uniquesteerable-nafx                            -4.207e-03
Buffer.Size8192:Iteration.Count6:Model.Uniquesteerable-nafx                            -4.409e-02
Buffer.Size1024:Iteration.Count7:Model.Uniquesteerable-nafx                            -8.740e-04
Buffer.Size8192:Iteration.Count7:Model.Uniquesteerable-nafx                             3.581e-02
Buffer.Size1024:Iteration.Count8:Model.Uniquesteerable-nafx                            -1.078e-02
Buffer.Size8192:Iteration.Count8:Model.Uniquesteerable-nafx                            -4.287e-02
Buffer.Size1024:Iteration.Count9:Model.Uniquesteerable-nafx                            -2.182e-03
Buffer.Size8192:Iteration.Count9:Model.Uniquesteerable-nafx                            -3.931e-02
Buffer.Size1024:EnvironmentChrome:Model.Uniquesteerable-nafx                           -7.555e-01
Buffer.Size8192:EnvironmentChrome:Model.Uniquesteerable-nafx                            1.666e-01
Buffer.Size1024:EnvironmentFirefox:Model.Uniquesteerable-nafx                          -5.565e-01
Buffer.Size8192:EnvironmentFirefox:Model.Uniquesteerable-nafx                           3.583e-02
Buffer.Size1024:EnvironmentSafari:Model.Uniquesteerable-nafx                           -2.853e-01
Buffer.Size8192:EnvironmentSafari:Model.Uniquesteerable-nafx                            3.946e-01
Iteration.Count1:EnvironmentChrome:Model.Uniquesteerable-nafx                           3.368e-01
Iteration.Count2:EnvironmentChrome:Model.Uniquesteerable-nafx                          -2.452e-02
Iteration.Count3:EnvironmentChrome:Model.Uniquesteerable-nafx                           5.276e-04
Iteration.Count4:EnvironmentChrome:Model.Uniquesteerable-nafx                          -4.655e-02
Iteration.Count5:EnvironmentChrome:Model.Uniquesteerable-nafx                          -4.404e-02
Iteration.Count6:EnvironmentChrome:Model.Uniquesteerable-nafx                          -1.901e-02
Iteration.Count7:EnvironmentChrome:Model.Uniquesteerable-nafx                          -4.524e-02
Iteration.Count8:EnvironmentChrome:Model.Uniquesteerable-nafx                          -7.220e-02
Iteration.Count9:EnvironmentChrome:Model.Uniquesteerable-nafx                          -3.053e-02
Iteration.Count1:EnvironmentFirefox:Model.Uniquesteerable-nafx                          1.041e-01
Iteration.Count2:EnvironmentFirefox:Model.Uniquesteerable-nafx                          9.185e-02
Iteration.Count3:EnvironmentFirefox:Model.Uniquesteerable-nafx                          3.139e-03
Iteration.Count4:EnvironmentFirefox:Model.Uniquesteerable-nafx                         -8.537e-02
Iteration.Count5:EnvironmentFirefox:Model.Uniquesteerable-nafx                          1.640e-02
Iteration.Count6:EnvironmentFirefox:Model.Uniquesteerable-nafx                         -3.405e-02
Iteration.Count7:EnvironmentFirefox:Model.Uniquesteerable-nafx                          7.425e-02
Iteration.Count8:EnvironmentFirefox:Model.Uniquesteerable-nafx                         -1.010e-01
Iteration.Count9:EnvironmentFirefox:Model.Uniquesteerable-nafx                          3.755e-02
Iteration.Count1:EnvironmentSafari:Model.Uniquesteerable-nafx                          -5.392e-02
Iteration.Count2:EnvironmentSafari:Model.Uniquesteerable-nafx                          -1.826e-02
Iteration.Count3:EnvironmentSafari:Model.Uniquesteerable-nafx                           1.081e-01
Iteration.Count4:EnvironmentSafari:Model.Uniquesteerable-nafx                          -8.721e-02
Iteration.Count5:EnvironmentSafari:Model.Uniquesteerable-nafx                          -1.200e-01
Iteration.Count6:EnvironmentSafari:Model.Uniquesteerable-nafx                          -5.289e-02
Iteration.Count7:EnvironmentSafari:Model.Uniquesteerable-nafx                           7.235e-02
Iteration.Count8:EnvironmentSafari:Model.Uniquesteerable-nafx                           1.140e-02
Iteration.Count9:EnvironmentSafari:Model.Uniquesteerable-nafx                           1.017e-01
Runonnx:Buffer.Size1024:Iteration.Count1:EnvironmentChrome                              3.882e-01
Runonnx:Buffer.Size8192:Iteration.Count1:EnvironmentChrome                              4.117e-01
Runonnx:Buffer.Size1024:Iteration.Count2:EnvironmentChrome                             -1.604e-02
Runonnx:Buffer.Size8192:Iteration.Count2:EnvironmentChrome                             -2.082e-02
Runonnx:Buffer.Size1024:Iteration.Count3:EnvironmentChrome                             -2.191e-02
Runonnx:Buffer.Size8192:Iteration.Count3:EnvironmentChrome                             -1.204e-02
Runonnx:Buffer.Size1024:Iteration.Count4:EnvironmentChrome                             -1.967e-02
Runonnx:Buffer.Size8192:Iteration.Count4:EnvironmentChrome                             -6.254e-02
Runonnx:Buffer.Size1024:Iteration.Count5:EnvironmentChrome                             -4.950e-02
Runonnx:Buffer.Size8192:Iteration.Count5:EnvironmentChrome                             -7.850e-03
Runonnx:Buffer.Size1024:Iteration.Count6:EnvironmentChrome                             -1.309e-02
Runonnx:Buffer.Size8192:Iteration.Count6:EnvironmentChrome                             -1.136e-02
Runonnx:Buffer.Size1024:Iteration.Count7:EnvironmentChrome                             -4.539e-02
Runonnx:Buffer.Size8192:Iteration.Count7:EnvironmentChrome                             -4.381e-02
Runonnx:Buffer.Size1024:Iteration.Count8:EnvironmentChrome                             -2.001e-02
Runonnx:Buffer.Size8192:Iteration.Count8:EnvironmentChrome                             -2.042e-02
Runonnx:Buffer.Size1024:Iteration.Count9:EnvironmentChrome                             -9.509e-02
Runonnx:Buffer.Size8192:Iteration.Count9:EnvironmentChrome                             -9.426e-02
Runonnx:Buffer.Size1024:Iteration.Count1:EnvironmentFirefox                             2.591e-01
Runonnx:Buffer.Size8192:Iteration.Count1:EnvironmentFirefox                             3.820e-01
Runonnx:Buffer.Size1024:Iteration.Count2:EnvironmentFirefox                            -1.642e-02
Runonnx:Buffer.Size8192:Iteration.Count2:EnvironmentFirefox                            -4.074e-02
Runonnx:Buffer.Size1024:Iteration.Count3:EnvironmentFirefox                            -9.052e-02
Runonnx:Buffer.Size8192:Iteration.Count3:EnvironmentFirefox                            -9.704e-02
Runonnx:Buffer.Size1024:Iteration.Count4:EnvironmentFirefox                             1.538e-02
Runonnx:Buffer.Size8192:Iteration.Count4:EnvironmentFirefox                             2.513e-03
Runonnx:Buffer.Size1024:Iteration.Count5:EnvironmentFirefox                            -8.715e-02
Runonnx:Buffer.Size8192:Iteration.Count5:EnvironmentFirefox                            -5.905e-02
Runonnx:Buffer.Size1024:Iteration.Count6:EnvironmentFirefox                             1.445e-02
Runonnx:Buffer.Size8192:Iteration.Count6:EnvironmentFirefox                            -4.328e-02
Runonnx:Buffer.Size1024:Iteration.Count7:EnvironmentFirefox                            -3.401e-02
Runonnx:Buffer.Size8192:Iteration.Count7:EnvironmentFirefox                            -8.670e-02
Runonnx:Buffer.Size1024:Iteration.Count8:EnvironmentFirefox                            -3.196e-04
Runonnx:Buffer.Size8192:Iteration.Count8:EnvironmentFirefox                             2.361e-03
Runonnx:Buffer.Size1024:Iteration.Count9:EnvironmentFirefox                            -4.516e-02
Runonnx:Buffer.Size8192:Iteration.Count9:EnvironmentFirefox                            -4.660e-02
Runonnx:Buffer.Size1024:Iteration.Count1:EnvironmentSafari                              5.887e-01
Runonnx:Buffer.Size8192:Iteration.Count1:EnvironmentSafari                              8.479e-01
Runonnx:Buffer.Size1024:Iteration.Count2:EnvironmentSafari                             -3.411e-02
Runonnx:Buffer.Size8192:Iteration.Count2:EnvironmentSafari                             -1.289e-01
Runonnx:Buffer.Size1024:Iteration.Count3:EnvironmentSafari                             -1.765e-01
Runonnx:Buffer.Size8192:Iteration.Count3:EnvironmentSafari                             -2.258e-01
Runonnx:Buffer.Size1024:Iteration.Count4:EnvironmentSafari                             -5.346e-02
Runonnx:Buffer.Size8192:Iteration.Count4:EnvironmentSafari                             -7.646e-02
Runonnx:Buffer.Size1024:Iteration.Count5:EnvironmentSafari                             -6.499e-02
Runonnx:Buffer.Size8192:Iteration.Count5:EnvironmentSafari                             -7.244e-02
Runonnx:Buffer.Size1024:Iteration.Count6:EnvironmentSafari                             -4.607e-02
Runonnx:Buffer.Size8192:Iteration.Count6:EnvironmentSafari                             -3.309e-02
Runonnx:Buffer.Size1024:Iteration.Count7:EnvironmentSafari                             -9.460e-02
Runonnx:Buffer.Size8192:Iteration.Count7:EnvironmentSafari                             -6.695e-02
Runonnx:Buffer.Size1024:Iteration.Count8:EnvironmentSafari                              8.172e-04
Runonnx:Buffer.Size8192:Iteration.Count8:EnvironmentSafari                             -5.786e-02
Runonnx:Buffer.Size1024:Iteration.Count9:EnvironmentSafari                             -8.630e-02
Runonnx:Buffer.Size8192:Iteration.Count9:EnvironmentSafari                             -1.198e-01
Runonnx:Buffer.Size1024:Iteration.Count1:Model.Uniquesteerable-nafx                     5.005e-02
Runonnx:Buffer.Size8192:Iteration.Count1:Model.Uniquesteerable-nafx                    -1.214e-01
Runonnx:Buffer.Size1024:Iteration.Count2:Model.Uniquesteerable-nafx                    -9.664e-03
Runonnx:Buffer.Size8192:Iteration.Count2:Model.Uniquesteerable-nafx                     6.754e-04
Runonnx:Buffer.Size1024:Iteration.Count3:Model.Uniquesteerable-nafx                    -1.938e-02
Runonnx:Buffer.Size8192:Iteration.Count3:Model.Uniquesteerable-nafx                    -2.280e-02
Runonnx:Buffer.Size1024:Iteration.Count4:Model.Uniquesteerable-nafx                     1.060e-03
Runonnx:Buffer.Size8192:Iteration.Count4:Model.Uniquesteerable-nafx                     4.614e-02
Runonnx:Buffer.Size1024:Iteration.Count5:Model.Uniquesteerable-nafx                     2.612e-04
Runonnx:Buffer.Size8192:Iteration.Count5:Model.Uniquesteerable-nafx                     3.273e-02
Runonnx:Buffer.Size1024:Iteration.Count6:Model.Uniquesteerable-nafx                    -3.383e-04
Runonnx:Buffer.Size8192:Iteration.Count6:Model.Uniquesteerable-nafx                     3.985e-02
Runonnx:Buffer.Size1024:Iteration.Count7:Model.Uniquesteerable-nafx                    -1.020e-02
Runonnx:Buffer.Size8192:Iteration.Count7:Model.Uniquesteerable-nafx                    -4.864e-02
Runonnx:Buffer.Size1024:Iteration.Count8:Model.Uniquesteerable-nafx                    -2.605e-03
Runonnx:Buffer.Size8192:Iteration.Count8:Model.Uniquesteerable-nafx                     2.739e-02
Runonnx:Buffer.Size1024:Iteration.Count9:Model.Uniquesteerable-nafx                    -6.088e-03
Runonnx:Buffer.Size8192:Iteration.Count9:Model.Uniquesteerable-nafx                     2.996e-02
